Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Milton Keynes,Council,E06000042,The proportion of people who use services who say that those services have made them feel safe and secure,65 and over,85.7,14351.0,32701,38182.0,2019
Milton Keynes,Council,E06000042,The proportion of people who use services who say that those services have made them feel safe and secure,Female,90.7,14351.0,32701,102448.0,2019
Milton Keynes,Council,E06000042,The proportion of people who use services who say that those services have made them feel safe and secure,Male,86.4,14351.0,32701,98204.0,2019
Milton Keynes,Council,E06000042,The proportion of people who use services who say that those services have made them feel safe and secure,Total,89.0,14351.0,32701,200652.0,2019
Newcastle upon Tyne,Council,E08000021,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.415,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,Carer-reported quality of life score,18-64,8.2,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,Carer-reported quality of life score,65 and over,8.3,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,Carer-reported quality of life score,Female,8.2,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,Carer-reported quality of life score,Male,8.5,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,Carer-reported quality of life score,Total,8.3,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",Total,0.1,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,"Delayed transfers of care from hospital that are jointly attributable to NHS and adult social care, per 100,000 population",Total,0.1,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,"Delayed transfers of care from hospital, per 100,000 population",Total,4.2,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,927.7,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,5.0,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of carers with social services,18-64,42.6,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of carers with social services,65 and over,47.7,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of carers with social services,Female,40.7,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of carers with social services,Male,52.5,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of carers with social services,Total,43.9,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of people who use services with their care and support,18-64,81.2,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of people who use services with their care and support,65 and over,60.2,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of people who use services with their care and support,Female,67.0,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of people who use services with their care and support,Male,71.1,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,Overall satisfaction of people who use services with their care and support,Total,68.6,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,Social care-related quality of life score,18-64,19.7,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,Social care-related quality of life score,65 and over,18.9,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,Social care-related quality of life score,Female,19.0,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,Social care-related quality of life score,Male,19.5,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,Social care-related quality of life score,Total,19.2,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The outcome of short-term services: sequel to service,18-64,79.1,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The outcome of short-term services: sequel to service,65 and over,71.3,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The outcome of short-term services: sequel to service,Total,72.1,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults in contact with secondary mental health services in paid employment,Female,7.0,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults in contact with secondary mental health services in paid employment,Male,4.0,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults in contact with secondary mental health services in paid employment,Total,6.0,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,55.0,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,49.0,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,52.0,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults with a learning disability in paid employment,Female,3.2,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults with a learning disability in paid employment,Male,6.0,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults with a learning disability in paid employment,Total,4.9,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults with a learning disability who live in their own home or with their family,Female,78.3,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults with a learning disability who live in their own home or with their family,Male,74.2,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of adults with a learning disability who live in their own home or with their family,Total,75.7,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who find it easy to find information about support,18-64,66.3,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who find it easy to find information about support,65 and over,73.3,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who find it easy to find information about support,Female,67.4,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who find it easy to find information about support,Male,71.4,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who find it easy to find information about support,Total,68.2,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who receive direct payments,18-64,100.0,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who receive direct payments,Total,100.0,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who receive direct payments,65 and over,100.0,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who receive self-directed support,18-64,100.0,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who receive self-directed support,Total,100.0,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who receive self-directed support,65 and over,100.0,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,77.2,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,65 and over,72.4,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Female,74.4,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Male,74.5,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Total,74.6,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who reported that they had as much social contact as they would like,18-64,43.7,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who reported that they had as much social contact as they would like,65 and over,44.2,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who reported that they had as much social contact as they would like,Female,41.4,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who reported that they had as much social contact as they would like,Male,53.3,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of carers who reported that they had as much social contact as they would like,Total,44.1,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Female,3.6,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Male,2.2,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Total,2.9,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,65 and over,2.91,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Female,86.6,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Male,86.4,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Total,86.5,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,65 and over,86.52,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who feel safe,18-64,65.4,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who feel safe,65 and over,76.4,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who feel safe,Female,72.4,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who feel safe,Male,71.3,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who feel safe,Total,72.0,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who find it easy to find information about support,18-64,72.4,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who find it easy to find information about support,65 and over,74.8,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who find it easy to find information about support,Female,75.5,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who find it easy to find information about support,Male,71.5,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who find it easy to find information about support,Total,73.8,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who have control over their daily life,18-64,82.1,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who have control over their daily life,65 and over,68.4,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who have control over their daily life,Female,75.0,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who have control over their daily life,Male,72.3,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who have control over their daily life,Total,73.9,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who receive direct payments,18-64,36.2,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who receive direct payments,65 and over,6.8,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who receive direct payments,Total,21.1,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who receive self-directed support,18-64,98.1,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who receive self-directed support,65 and over,98.0,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who receive self-directed support,Total,98.0,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who reported that they had as much social contact as they would like,18-64,51.3,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who reported that they had as much social contact as they would like,65 and over,48.0,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who reported that they had as much social contact as they would like,Female,49.3,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who reported that they had as much social contact as they would like,Male,49.3,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who reported that they had as much social contact as they would like,Total,49.3,19772.69,29212,244369.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who say that those services have made them feel safe and secure,18-64,89.1,19772.69,29212,200529.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who say that those services have made them feel safe and secure,65 and over,89.7,19772.69,29212,43840.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who say that those services have made them feel safe and secure,Female,90.5,19772.69,29212,121384.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who say that those services have made them feel safe and secure,Male,87.9,19772.69,29212,122985.0,2019
Newcastle upon Tyne,Council,E08000021,The proportion of people who use services who say that those services have made them feel safe and secure,Total,89.5,19772.69,29212,244369.0,2019
Newham,Council,E09000025,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.386,24138.7,30081,267066.0,2019
Newham,Council,E09000025,Carer-reported quality of life score,18-64,7.3,24138.7,30081,239838.0,2019
Newham,Council,E09000025,Carer-reported quality of life score,65 and over,7.5,24138.7,30081,27228.0,2019
Newham,Council,E09000025,Carer-reported quality of life score,Female,7.5,24138.7,30081,123951.0,2019
Newham,Council,E09000025,Carer-reported quality of life score,Male,7.2,24138.7,30081,143115.0,2019
Newham,Council,E09000025,Carer-reported quality of life score,Total,7.4,24138.7,30081,267066.0,2019
Newham,Council,E09000025,"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",Total,0.8,24138.7,30081,267066.0,2019
Newham,Council,E09000025,"Delayed transfers of care from hospital that are jointly attributable to NHS and adult social care, per 100,000 population",Total,0.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,"Delayed transfers of care from hospital, per 100,000 population",Total,3.7,24138.7,30081,267066.0,2019
Newham,Council,E09000025,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,396.5,24138.7,30081,267066.0,2019
Newham,Council,E09000025,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,5.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,Overall satisfaction of carers with social services,18-64,35.6,24138.7,30081,239838.0,2019
Newham,Council,E09000025,Overall satisfaction of carers with social services,65 and over,36.0,24138.7,30081,27228.0,2019
Newham,Council,E09000025,Overall satisfaction of carers with social services,Female,37.6,24138.7,30081,123951.0,2019
Newham,Council,E09000025,Overall satisfaction of carers with social services,Male,32.1,24138.7,30081,143115.0,2019
Newham,Council,E09000025,Overall satisfaction of carers with social services,Total,35.8,24138.7,30081,267066.0,2019
Newham,Council,E09000025,Overall satisfaction of people who use services with their care and support,18-64,62.0,24138.7,30081,239838.0,2019
Newham,Council,E09000025,Overall satisfaction of people who use services with their care and support,65 and over,57.1,24138.7,30081,27228.0,2019
Newham,Council,E09000025,Overall satisfaction of people who use services with their care and support,Female,60.6,24138.7,30081,123951.0,2019
Newham,Council,E09000025,Overall satisfaction of people who use services with their care and support,Male,57.6,24138.7,30081,143115.0,2019
Newham,Council,E09000025,Overall satisfaction of people who use services with their care and support,Total,59.4,24138.7,30081,267066.0,2019
Newham,Council,E09000025,Social care-related quality of life score,18-64,18.5,24138.7,30081,239838.0,2019
Newham,Council,E09000025,Social care-related quality of life score,65 and over,17.6,24138.7,30081,27228.0,2019
Newham,Council,E09000025,Social care-related quality of life score,Female,18.0,24138.7,30081,123951.0,2019
Newham,Council,E09000025,Social care-related quality of life score,Male,18.0,24138.7,30081,143115.0,2019
Newham,Council,E09000025,Social care-related quality of life score,Total,18.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The outcome of short-term services: sequel to service,18-64,87.5,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The outcome of short-term services: sequel to service,65 and over,72.6,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The outcome of short-term services: sequel to service,Total,77.8,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of adults in contact with secondary mental health services in paid employment,Female,5.0,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of adults in contact with secondary mental health services in paid employment,Male,5.0,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of adults in contact with secondary mental health services in paid employment,Total,5.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,45.0,24138.7,30081,123951.0,2019
Newham,Council,E09000025,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,43.0,24138.7,30081,143115.0,2019
Newham,Council,E09000025,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,44.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of adults with a learning disability in paid employment,Female,11.1,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of adults with a learning disability in paid employment,Male,11.2,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of adults with a learning disability in paid employment,Total,11.1,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of adults with a learning disability who live in their own home or with their family,Female,89.3,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of adults with a learning disability who live in their own home or with their family,Male,83.7,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of adults with a learning disability who live in their own home or with their family,Total,85.7,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of carers who find it easy to find information about support,18-64,56.6,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of carers who find it easy to find information about support,65 and over,52.3,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of carers who find it easy to find information about support,Female,55.6,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of carers who find it easy to find information about support,Male,53.5,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of carers who find it easy to find information about support,Total,54.9,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of carers who receive direct payments,18-64,100.0,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of carers who receive direct payments,Total,100.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of carers who receive direct payments,65 and over,100.0,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of carers who receive self-directed support,18-64,100.0,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of carers who receive self-directed support,Total,100.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of carers who receive self-directed support,65 and over,100.0,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,71.2,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,65 and over,66.7,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Female,70.8,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Male,66.7,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Total,69.4,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of carers who reported that they had as much social contact as they would like,18-64,31.0,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of carers who reported that they had as much social contact as they would like,65 and over,38.2,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of carers who reported that they had as much social contact as they would like,Female,36.4,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of carers who reported that they had as much social contact as they would like,Male,29.3,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of carers who reported that they had as much social contact as they would like,Total,33.9,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Female,2.8,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Male,1.4,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Total,2.1,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,65 and over,2.1,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Female,90.4,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Male,71.4,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Total,83.8,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,65 and over,83.75,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who feel safe,18-64,65.0,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of people who use services who feel safe,65 and over,66.6,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who feel safe,Female,65.0,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of people who use services who feel safe,Male,67.2,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of people who use services who feel safe,Total,65.9,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of people who use services who find it easy to find information about support,18-64,67.8,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of people who use services who find it easy to find information about support,65 and over,65.9,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who find it easy to find information about support,Female,67.2,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of people who use services who find it easy to find information about support,Male,66.1,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of people who use services who find it easy to find information about support,Total,66.8,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of people who use services who have control over their daily life,18-64,72.8,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of people who use services who have control over their daily life,65 and over,59.7,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who have control over their daily life,Female,66.4,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of people who use services who have control over their daily life,Male,64.6,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of people who use services who have control over their daily life,Total,65.7,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of people who use services who receive direct payments,18-64,36.5,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of people who use services who receive direct payments,65 and over,21.0,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who receive direct payments,Total,28.7,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of people who use services who receive self-directed support,18-64,100.0,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of people who use services who receive self-directed support,65 and over,100.0,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who receive self-directed support,Total,100.0,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of people who use services who reported that they had as much social contact as they would like,18-64,43.8,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of people who use services who reported that they had as much social contact as they would like,65 and over,35.8,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who reported that they had as much social contact as they would like,Female,37.1,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of people who use services who reported that they had as much social contact as they would like,Male,42.9,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of people who use services who reported that they had as much social contact as they would like,Total,39.5,24138.7,30081,267066.0,2019
Newham,Council,E09000025,The proportion of people who use services who say that those services have made them feel safe and secure,18-64,81.7,24138.7,30081,239838.0,2019
Newham,Council,E09000025,The proportion of people who use services who say that those services have made them feel safe and secure,65 and over,77.1,24138.7,30081,27228.0,2019
Newham,Council,E09000025,The proportion of people who use services who say that those services have made them feel safe and secure,Female,78.2,24138.7,30081,123951.0,2019
Newham,Council,E09000025,The proportion of people who use services who say that those services have made them feel safe and secure,Male,80.6,24138.7,30081,143115.0,2019
Newham,Council,E09000025,The proportion of people who use services who say that those services have made them feel safe and secure,Total,79.2,24138.7,30081,267066.0,2019
Norfolk,Council,E10000020,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.386,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,Carer-reported quality of life score,18-64,6.6,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,Carer-reported quality of life score,65 and over,7.3,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,Carer-reported quality of life score,Female,7.0,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,Carer-reported quality of life score,Male,7.1,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,Carer-reported quality of life score,Total,7.0,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",Total,5.5,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,"Delayed transfers of care from hospital that are jointly attributable to NHS and adult social care, per 100,000 population",Total,0.4,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,"Delayed transfers of care from hospital, per 100,000 population",Total,11.7,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,561.4,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,28.4,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,Overall satisfaction of carers with social services,18-64,25.6,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,Overall satisfaction of carers with social services,65 and over,39.2,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,Overall satisfaction of carers with social services,Female,33.2,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,Overall satisfaction of carers with social services,Male,34.8,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,Overall satisfaction of carers with social services,Total,33.8,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,18-64,70.5,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,65 and over,59.9,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,Female,60.8,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,Male,69.8,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,Total,64.1,16963.01,25427,736104.0,2019
