Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Manchester,Council,E08000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,4.7,26417.75,26596,431869.0,2021
Manchester,Council,E08000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,5.5,26417.75,26596,212290.0,2021
Manchester,Council,E08000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,3.8,26417.75,26596,219579.0,2021
Manchester,Council,E08000003,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,4.68,26417.75,26596,51557.0,2021
Manchester,Council,E08000003,Proportion of people using social care who receive direct payments,Total,15.5,26417.75,26596,431869.0,2021
Manchester,Council,E08000003,Proportion of people using social care who receive direct payments,18-64,19.9,26417.75,26596,380312.0,2021
Manchester,Council,E08000003,Proportion of people using social care who receive direct payments,65 and over,10.4,26417.75,26596,51557.0,2021
Manchester,Council,E08000003,Proportion of people using social care who receive self-directed support,Total,90.1,26417.75,26596,431869.0,2021
Manchester,Council,E08000003,Proportion of people using social care who receive self-directed support,18-64,84.4,26417.75,26596,380312.0,2021
Manchester,Council,E08000003,Proportion of people using social care who receive self-directed support,65 and over,96.8,26417.75,26596,51557.0,2021
Manchester,Council,E08000003,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,62.3,26417.75,26596,431869.0,2021
Manchester,Council,E08000003,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,66.1,26417.75,26596,380312.0,2021
Manchester,Council,E08000003,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,61.6,26417.75,26596,51557.0,2021
Medway,Council,E06000035,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,717.9,18587.91,30577,213701.0,2021
Medway,Council,E06000035,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,24.3,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of adults in contact with secondary mental health services in paid employment,Total,9.0,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of adults in contact with secondary mental health services in paid employment,Female,10.0,18587.91,30577,108988.0,2021
Medway,Council,E06000035,Proportion of adults in contact with secondary mental health services in paid employment,Male,8.0,18587.91,30577,104713.0,2021
Medway,Council,E06000035,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,57.0,18587.91,30577,213701.0,2021
Medway,Council,E06000035,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,60.0,18587.91,30577,108988.0,2021
Medway,Council,E06000035,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,54.0,18587.91,30577,104713.0,2021
Medway,Council,E06000035,Proportion of adults with learning disabilities in paid employment,Total,2.7,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of adults with learning disabilities in paid employment,Female,1.6,18587.91,30577,108988.0,2021
Medway,Council,E06000035,Proportion of adults with learning disabilities in paid employment,Male,4.0,18587.91,30577,104713.0,2021
Medway,Council,E06000035,Proportion of adults with learning disabilities who live in their own home or with their family,Total,64.7,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of adults with learning disabilities who live in their own home or with their family,Female,78.6,18587.91,30577,108988.0,2021
Medway,Council,E06000035,Proportion of adults with learning disabilities who live in their own home or with their family,Male,74.6,18587.91,30577,104713.0,2021
Medway,Council,E06000035,Proportion of carers who receive direct payments,Total,100.0,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of carers who receive direct payments,18-64,100.0,18587.91,30577,168428.0,2021
Medway,Council,E06000035,Proportion of carers who receive direct payments,65 and over,100.0,18587.91,30577,45273.0,2021
Medway,Council,E06000035,Proportion of carers who receive self-directed support,Total,100.0,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of carers who receive self-directed support,18-64,100.0,18587.91,30577,168428.0,2021
Medway,Council,E06000035,Proportion of carers who receive self-directed support,65 and over,100.0,18587.91,30577,45273.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,60.5,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,66.5,18587.91,30577,108988.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,52.5,18587.91,30577,104713.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,60.48,18587.91,30577,45273.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,7.2,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,8.0,18587.91,30577,108988.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,6.5,18587.91,30577,104713.0,2021
Medway,Council,E06000035,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,7.24,18587.91,30577,45273.0,2021
Medway,Council,E06000035,Proportion of people using social care who receive direct payments,Total,28.2,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of people using social care who receive direct payments,18-64,42.4,18587.91,30577,168428.0,2021
Medway,Council,E06000035,Proportion of people using social care who receive direct payments,65 and over,11.2,18587.91,30577,45273.0,2021
Medway,Council,E06000035,Proportion of people using social care who receive self-directed support,Total,97.7,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of people using social care who receive self-directed support,18-64,96.6,18587.91,30577,168428.0,2021
Medway,Council,E06000035,Proportion of people using social care who receive self-directed support,65 and over,99.0,18587.91,30577,45273.0,2021
Medway,Council,E06000035,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,70.9,18587.91,30577,213701.0,2021
Medway,Council,E06000035,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,79.7,18587.91,30577,168428.0,2021
Medway,Council,E06000035,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,69.5,18587.91,30577,45273.0,2021
Merton,Council,E09000024,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,217.8,12224.63,42336,158713.0,2021
Merton,Council,E09000024,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,5.3,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of adults in contact with secondary mental health services in paid employment,Total,14.0,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of adults in contact with secondary mental health services in paid employment,Female,17.0,12224.63,42336,81347.0,2021
Merton,Council,E09000024,Proportion of adults in contact with secondary mental health services in paid employment,Male,12.0,12224.63,42336,77366.0,2021
Merton,Council,E09000024,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,86.0,12224.63,42336,158713.0,2021
Merton,Council,E09000024,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,89.0,12224.63,42336,81347.0,2021
Merton,Council,E09000024,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,84.0,12224.63,42336,77366.0,2021
Merton,Council,E09000024,Proportion of adults with learning disabilities in paid employment,Total,1.0,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of adults with learning disabilities in paid employment,Female,0.7,12224.63,42336,81347.0,2021
Merton,Council,E09000024,Proportion of adults with learning disabilities in paid employment,Male,1.2,12224.63,42336,77366.0,2021
Merton,Council,E09000024,Proportion of adults with learning disabilities who live in their own home or with their family,Total,75.1,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of adults with learning disabilities who live in their own home or with their family,Female,77.0,12224.63,42336,81347.0,2021
Merton,Council,E09000024,Proportion of adults with learning disabilities who live in their own home or with their family,Male,74.0,12224.63,42336,77366.0,2021
Merton,Council,E09000024,Proportion of carers who receive direct payments,Total,100.0,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of carers who receive direct payments,18-64,100.0,12224.63,42336,132079.0,2021
Merton,Council,E09000024,Proportion of carers who receive direct payments,65 and over,100.0,12224.63,42336,26634.0,2021
Merton,Council,E09000024,Proportion of carers who receive self-directed support,Total,100.0,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of carers who receive self-directed support,18-64,100.0,12224.63,42336,132079.0,2021
Merton,Council,E09000024,Proportion of carers who receive self-directed support,65 and over,100.0,12224.63,42336,26634.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,81.8,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,87.1,12224.63,42336,81347.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,73.1,12224.63,42336,77366.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,81.75,12224.63,42336,26634.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,3.6,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,4.3,12224.63,42336,81347.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,2.8,12224.63,42336,77366.0,2021
Merton,Council,E09000024,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,3.6,12224.63,42336,26634.0,2021
Merton,Council,E09000024,Proportion of people using social care who receive direct payments,Total,28.9,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of people using social care who receive direct payments,18-64,42.4,12224.63,42336,132079.0,2021
Merton,Council,E09000024,Proportion of people using social care who receive direct payments,65 and over,19.1,12224.63,42336,26634.0,2021
Merton,Council,E09000024,Proportion of people using social care who receive self-directed support,Total,100.0,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of people using social care who receive self-directed support,18-64,100.0,12224.63,42336,132079.0,2021
Merton,Council,E09000024,Proportion of people using social care who receive self-directed support,65 and over,100.0,12224.63,42336,26634.0,2021
Merton,Council,E09000024,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,76.0,12224.63,42336,158713.0,2021
Merton,Council,E09000024,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,72.2,12224.63,42336,132079.0,2021
Merton,Council,E09000024,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,76.3,12224.63,42336,26634.0,2021
Middlesbrough,Council,E06000002,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,844.3,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,41.2,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of adults in contact with secondary mental health services in paid employment,Total,11.0,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of adults in contact with secondary mental health services in paid employment,Female,14.0,23729.1,24260,55168.0,2021
Middlesbrough,Council,E06000002,Proportion of adults in contact with secondary mental health services in paid employment,Male,9.0,23729.1,24260,52988.0,2021
Middlesbrough,Council,E06000002,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,78.0,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,83.0,23729.1,24260,55168.0,2021
Middlesbrough,Council,E06000002,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,74.0,23729.1,24260,52988.0,2021
Middlesbrough,Council,E06000002,Proportion of adults with learning disabilities in paid employment,Total,1.7,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of adults with learning disabilities in paid employment,Female,1.7,23729.1,24260,55168.0,2021
Middlesbrough,Council,E06000002,Proportion of adults with learning disabilities in paid employment,Male,1.7,23729.1,24260,52988.0,2021
Middlesbrough,Council,E06000002,Proportion of adults with learning disabilities who live in their own home or with their family,Total,82.4,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of adults with learning disabilities who live in their own home or with their family,Female,82.8,23729.1,24260,55168.0,2021
Middlesbrough,Council,E06000002,Proportion of adults with learning disabilities who live in their own home or with their family,Male,82.1,23729.1,24260,52988.0,2021
Middlesbrough,Council,E06000002,Proportion of carers who receive direct payments,Total,52.1,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of carers who receive direct payments,18-64,55.2,23729.1,24260,84942.0,2021
Middlesbrough,Council,E06000002,Proportion of carers who receive direct payments,65 and over,46.0,23729.1,24260,23214.0,2021
Middlesbrough,Council,E06000002,Proportion of carers who receive self-directed support,Total,100.0,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of carers who receive self-directed support,18-64,100.0,23729.1,24260,84942.0,2021
Middlesbrough,Council,E06000002,Proportion of carers who receive self-directed support,65 and over,100.0,23729.1,24260,23214.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,95.0,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,90.0,23729.1,24260,55168.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,100.0,23729.1,24260,52988.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,95.0,23729.1,24260,23214.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,0.6,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,0.6,23729.1,24260,55168.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,0.6,23729.1,24260,52988.0,2021
Middlesbrough,Council,E06000002,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,0.6,23729.1,24260,23214.0,2021
Middlesbrough,Council,E06000002,Proportion of people using social care who receive direct payments,Total,30.7,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of people using social care who receive direct payments,18-64,42.1,23729.1,24260,84942.0,2021
Middlesbrough,Council,E06000002,Proportion of people using social care who receive direct payments,65 and over,17.6,23729.1,24260,23214.0,2021
Middlesbrough,Council,E06000002,Proportion of people using social care who receive self-directed support,Total,100.0,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of people using social care who receive self-directed support,18-64,100.0,23729.1,24260,84942.0,2021
Middlesbrough,Council,E06000002,Proportion of people using social care who receive self-directed support,65 and over,100.0,23729.1,24260,23214.0,2021
Middlesbrough,Council,E06000002,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,95.2,23729.1,24260,108156.0,2021
Middlesbrough,Council,E06000002,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,95.6,23729.1,24260,84942.0,2021
Middlesbrough,Council,E06000002,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,95.1,23729.1,24260,23214.0,2021
Milton Keynes,Council,E06000042,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,507.5,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,9.3,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of adults in contact with secondary mental health services in paid employment,Total,8.0,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of adults in contact with secondary mental health services in paid employment,Female,6.0,14351.0,34218,102690.0,2021
Milton Keynes,Council,E06000042,Proportion of adults in contact with secondary mental health services in paid employment,Male,9.0,14351.0,34218,98205.0,2021
Milton Keynes,Council,E06000042,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,72.0,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,72.0,14351.0,34218,102690.0,2021
Milton Keynes,Council,E06000042,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,71.0,14351.0,34218,98205.0,2021
Milton Keynes,Council,E06000042,Proportion of adults with learning disabilities in paid employment,Total,7.4,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of adults with learning disabilities in paid employment,Female,6.6,14351.0,34218,102690.0,2021
Milton Keynes,Council,E06000042,Proportion of adults with learning disabilities in paid employment,Male,8.0,14351.0,34218,98205.0,2021
Milton Keynes,Council,E06000042,Proportion of adults with learning disabilities who live in their own home or with their family,Total,81.3,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of adults with learning disabilities who live in their own home or with their family,Female,83.6,14351.0,34218,102690.0,2021
Milton Keynes,Council,E06000042,Proportion of adults with learning disabilities who live in their own home or with their family,Male,79.7,14351.0,34218,98205.0,2021
Milton Keynes,Council,E06000042,Proportion of carers who receive direct payments,Total,14.2,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of carers who receive direct payments,18-64,13.9,14351.0,34218,161878.0,2021
Milton Keynes,Council,E06000042,Proportion of carers who receive direct payments,65 and over,14.93,14351.0,34218,39017.0,2021
Milton Keynes,Council,E06000042,Proportion of carers who receive self-directed support,Total,14.7,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of carers who receive self-directed support,18-64,14.6,14351.0,34218,161878.0,2021
Milton Keynes,Council,E06000042,Proportion of carers who receive self-directed support,65 and over,14.93,14351.0,34218,39017.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,70.2,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,73.8,14351.0,34218,102690.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,64.7,14351.0,34218,98205.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,70.23,14351.0,34218,39017.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,2.4,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,2.8,14351.0,34218,102690.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,1.9,14351.0,34218,98205.0,2021
Milton Keynes,Council,E06000042,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,2.37,14351.0,34218,39017.0,2021
Milton Keynes,Council,E06000042,Proportion of people using social care who receive direct payments,Total,24.4,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of people using social care who receive direct payments,18-64,34.9,14351.0,34218,161878.0,2021
Milton Keynes,Council,E06000042,Proportion of people using social care who receive direct payments,65 and over,13.0,14351.0,34218,39017.0,2021
Milton Keynes,Council,E06000042,Proportion of people using social care who receive self-directed support,Total,97.8,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of people using social care who receive self-directed support,18-64,95.7,14351.0,34218,161878.0,2021
Milton Keynes,Council,E06000042,Proportion of people using social care who receive self-directed support,65 and over,100.0,14351.0,34218,39017.0,2021
Milton Keynes,Council,E06000042,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,73.9,14351.0,34218,200895.0,2021
Milton Keynes,Council,E06000042,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,71.9,14351.0,34218,161878.0,2021
Milton Keynes,Council,E06000042,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,74.2,14351.0,34218,39017.0,2021
Newcastle upon Tyne,Council,E08000021,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,713.4,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,7.4,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults in contact with secondary mental health services in paid employment,Total,7.0,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults in contact with secondary mental health services in paid employment,Female,8.0,19772.69,30272,122718.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults in contact with secondary mental health services in paid employment,Male,7.0,19772.69,30272,125184.0,2021
Newcastle upon Tyne,Council,E08000021,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,58.0,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,59.0,19772.69,30272,122718.0,2021
Newcastle upon Tyne,Council,E08000021,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,57.0,19772.69,30272,125184.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults with learning disabilities in paid employment,Total,3.4,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults with learning disabilities in paid employment,Female,2.1,19772.69,30272,122718.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults with learning disabilities in paid employment,Male,4.2,19772.69,30272,125184.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults with learning disabilities who live in their own home or with their family,Total,85.9,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults with learning disabilities who live in their own home or with their family,Female,87.6,19772.69,30272,122718.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of adults with learning disabilities who live in their own home or with their family,Male,85.1,19772.69,30272,125184.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of carers who receive direct payments,Total,100.0,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of carers who receive direct payments,18-64,100.0,19772.69,30272,203748.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of carers who receive direct payments,65 and over,100.0,19772.69,30272,44154.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of carers who receive self-directed support,Total,100.0,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of carers who receive self-directed support,18-64,100.0,19772.69,30272,203748.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of carers who receive self-directed support,65 and over,100.0,19772.69,30272,44154.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,86.2,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,88.5,19772.69,30272,122718.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,83.0,19772.69,30272,125184.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,86.19,19772.69,30272,44154.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,3.1,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,3.7,19772.69,30272,122718.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,2.5,19772.69,30272,125184.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,3.08,19772.69,30272,44154.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of people using social care who receive direct payments,Total,18.9,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of people using social care who receive direct payments,18-64,31.4,19772.69,30272,203748.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of people using social care who receive direct payments,65 and over,6.2,19772.69,30272,44154.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of people using social care who receive self-directed support,Total,96.3,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of people using social care who receive self-directed support,18-64,97.1,19772.69,30272,203748.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of people using social care who receive self-directed support,65 and over,95.3,19772.69,30272,44154.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,77.3,19772.69,30272,247902.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,82.8,19772.69,30272,203748.0,2021
Newcastle upon Tyne,Council,E08000021,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,76.7,19772.69,30272,44154.0,2021
Newham,Council,E09000025,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,236.0,24138.7,34757,268752.0,2021
Newham,Council,E09000025,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,7.1,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of adults in contact with secondary mental health services in paid employment,Total,5.0,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of adults in contact with secondary mental health services in paid employment,Female,5.0,24138.7,34757,123793.0,2021
Newham,Council,E09000025,Proportion of adults in contact with secondary mental health services in paid employment,Male,4.0,24138.7,34757,144959.0,2021
Newham,Council,E09000025,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,43.0,24138.7,34757,268752.0,2021
Newham,Council,E09000025,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,41.0,24138.7,34757,123793.0,2021
